id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,sector1
P163452,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Program-for-Results,PR,0,N,L,Active,Sub-National Government!$!100!$!BH
P157836,South Asia,Republic of India;Republic of India,PE,Investment Project Financing,IN,B,N,L,Active,Forestry!$!90!$!AT
P161973,Africa,Central African Republic;Central African Republic,PE,Investment Project Financing,IN,B,N,L,Active,Mining!$!39!$!LM
P165121,Europe and Central Asia,Republic of Belarus;Republic of Belarus,PE,Investment Project Financing,IN,0,Y,L,Active,Forestry!$!100!$!AT
P164257,Latin America and Caribbean,Jamaica;Jamaica,RE,Investment Project Financing,IN,B,N,L,Active,Fisheries!$!86!$!AF
P163181,Europe and Central Asia,Ukraine;Ukraine,RE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!100!$!BC
P166004,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,RE,Investment Project Financing,IN,0,Y,L,Active,Health!$!100!$!HG
P160395,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Program-for-Results,PR,0,N,L,Active,Energy Transmission and Distribution!$!87!$!LT
P162908,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Investment Project Financing,IN,B,N,L,Active,Agricultural Extension; Research; and Other Support Activities!$!67!$!AB
P165551,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,GE,Investment Project Financing,IN,0,N,L,Active,!$!0
P160641,Africa,Republic of Mali;Republic of Mali,PE,Investment Project Financing,IN,B,N,L,Active,Agricultural markets; commercialization and agri-business!$!50!$!YA
P161491,Africa,Republic of Madagascar;Republic of Madagascar,PE,Investment Project Financing,IN,F,N,L,Active,Banking Institutions!$!93!$!FA
P164845,Africa,Republic of Rwanda;Republic of Rwanda,PE,Investment Project Financing,IN,B,N,L,Active,Health!$!90!$!HG
P160408,South Asia,Republic of India;Republic of India,PE,Investment Project Financing,IN,B,N,L,Active,Agricultural markets; commercialization and agri-business!$!9!$!YA
P162737,East Asia and Pacific,Solomon Islands;Solomon Islands,RE,Investment Project Financing,IN,B,N,L,Active,Mining!$!90!$!LM
P163207,Africa,Republic of Togo;Republic of Togo,RE,Investment Project Financing,IN,C,N,L,Active,Public Administration - Energy and Extractives!$!36!$!LP
P165120,Latin America and Caribbean,Republic of Guatemala;Republic of Guatemala,RE,Investment Project Financing,IN,C,N,L,Active,Public Administration - Education!$!100!$!EF
P162786,Europe and Central Asia,Republic of Albania;Republic of Albania,PE,Investment Project Financing,IN,B,Y,L,Active,Irrigation and Drainage!$!97!$!AI
P166075,Africa,Republic of Sierra Leone;Republic of Sierra Leone,PE,Investment Project Financing,IN,B,N,L,Active,Rural and Inter-Urban Roads!$!27!$!TI
P163226,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,RE,Investment Project Financing,IN,0,Y,L,Active,Central Government (Central Agencies)!$!88!$!BC
P156657,Europe and Central Asia,Republic of Moldova;Republic of Moldova,PE,Investment Project Financing,IN,B,Y,L,Active,Public Administration - Education!$!5!$!EF
P160680,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,RE,Investment Project Financing,IN,B,N,L,Active,Forestry!$!64!$!AT
P146330,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Investment Project Financing,IN,B,N,L,Active,Energy Transmission and Distribution!$!93!$!LT
P163015,Africa,Republic of Cabo Verde;Republic of Cabo Verde,PE,Investment Project Financing,IN,F,N,L,Active,Trade!$!8!$!YY
P160703,Africa,Western Africa;Western Africa,RE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!100!$!BC
P162044,Africa,Africa;Africa,RE,Investment Project Financing,IN,C,N,L,Active,ICT Services!$!100!$!CS
P164458,Other,World;World,RE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!100!$!BC
P166274,Europe and Central Asia,Republic of Armenia;Republic of Armenia,RE,Investment Project Financing,IN,C,N,L,Active,Mining!$!84!$!LM
P163108,Middle East and North Africa,Republic of Iraq;Republic of Iraq,PE,Investment Project Financing,IN,B,N,L,Active,Social Protection!$!89!$!SA
P162202,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,RE,Investment Project Financing,IN,C,N,L,Active,Public Administration - Energy and Extractives!$!100!$!LP
P163431,Latin America and Caribbean,Republic of Costa Rica;Republic of Costa Rica,RE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!76!$!BC
P160819,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Investment Project Financing,IN,B,N,L,Active,Social Protection!$!100!$!SA
P162094,Middle East and North Africa,Republic of Iraq;Republic of Iraq,PE,Investment Project Financing,IN,B,N,L,Active,!$!0
P157097,Africa,Republic of Senegal;Republic of Senegal,PE,Program-for-Results,PR,0,N,L,Active,Sub-National Government!$!100!$!BH
P164226,Europe and Central Asia,Republic of Uzbekistan;Republic of Uzbekistan,PE,Investment Project Financing,IN,0,Y,L,Active,Agricultural markets; commercialization and agri-business!$!96!$!YA
P164424,Europe and Central Asia,Montenegro;Montenegro,PE,Investment Project Financing,IN,B,N,L,Active,Other Agriculture; Fishing and Forestry!$!53!$!AZ
P165054,Europe and Central Asia,Republic of Uzbekistan;Republic of Uzbekistan,PE,Investment Project Financing,IN,0,Y,L,Active,Banking Institutions!$!50!$!FA
P165831,Europe and Central Asia,Republic of Tajikistan;Republic of Tajikistan,PE,Investment Project Financing,IN,0,Y,L,Active,Social Protection!$!83!$!SA
P152307,Latin America and Caribbean,Jamaica;Jamaica,PE,Investment Project Financing,IN,F,N,L,Active,!$!0
P164152,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Investment Project Financing,IN,0,Y,L,Active,Social Protection!$!100!$!SA
P164661,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Investment Project Financing,IN,B,N,L,Active,Agricultural markets; commercialization and agri-business!$!52!$!YA
P162789,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,RE,Investment Project Financing,IN,B,N,L,Active,Forestry!$!87!$!AT
P146206,Europe and Central Asia,Republic of Uzbekistan;Republic of Uzbekistan,PE,Investment Project Financing,IN,B,N,L,Active,Non-Renewable Energy Generation!$!94!$!LN
P162111,Africa,Republic of Liberia;Republic of Liberia,PE,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!44!$!BC
P161770,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Investment Project Financing,IN,B,N,L,Active,Health!$!82!$!HG
P163719,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,RE,Investment Project Financing,IN,C,N,L,Active,Banking Institutions!$!89!$!FA
P162245,Africa,Central African Republic;Central African Republic,PE,Investment Project Financing,IN,B,N,L,Active,Renewable Energy Solar!$!6!$!LU
P164033,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,RE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!100!$!BC
P161944,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Investment Project Financing,IN,0,Y,L,Active,Agricultural markets; commercialization and agri-business!$!87!$!YA
P158576,Europe and Central Asia,Republic of Tajikistan;Republic of Tajikistan,RE,Investment Project Financing,IN,B,N,L,Active,ICT Services!$!8!$!CS
P162485,Latin America and Caribbean,Latin America;Latin America,RE,Investment Project Financing,IN,C,N,L,Active,Other Public Administration!$!100!$!BZ
P158146,South Asia,Republic of India;Republic of India,PE,Program-for-Results,PR,0,N,L,Active,!$!0
P161982,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,RE,Investment Project Financing,IN,B,Y,L,Active,!$!0
P161588,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,MT,Investment Project Financing,IN,0,Y,L,Active,Other Industry; Trade and Services!$!94!$!YZ
P161703,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,RE,Investment Project Financing,IN,C,Y,L,Active,Health!$!91!$!HG
P146936,South Asia,Republic of India;Republic of India,PE,Investment Project Financing,IN,B,N,L,Active,Sub-National Government!$!50!$!BH
P157343,Africa,Republic of Ghana;Republic of Ghana,PE,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!40!$!BC
P158346,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Program-for-Results,PR,0,N,L,Active,Agricultural markets; commercialization and agri-business!$!92!$!YA
P159844,Africa,Republic of Togo;Republic of Togo,PE,Development Policy Lending,AD,0,N,L,Active,Oil and Gas!$!6!$!LC
P160377,Africa,Republic of Togo;Republic of Togo,PE,Investment Project Financing,IN,B,N,L,Active,Energy Transmission and Distribution!$!93!$!LT
P163057,Africa,Islamic Republic of Mauritania;Islamic Republic of Mauritania,PE,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!60!$!BC
P163541,Africa,Republic of Mozambique;Republic of Mozambique,PE,Program-for-Results,PR,0,N,L,Active,Health!$!91!$!HG
P163657,Africa,Republic of Cameroon;Republic of Cameroon,PE,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!23!$!BC
P163794,Africa,Republic of Malawi;Republic of Malawi,PE,Investment Project Financing,IN,B,N,L,Active,Water Supply!$!74!$!WC
P163958,Africa,Republic of Zambia;Republic of Zambia,GU,Investment Project Financing,IN,B,Y,L,Active,Renewable Energy Solar!$!100!$!LU
P166205,Europe and Central Asia,Montenegro;Montenegro,GU,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!40!$!BC
P154987,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Investment Project Financing,IN,B,N,L,Active,Energy Transmission and Distribution!$!88!$!LT
P157507,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Program-for-Results,PR,0,N,L,Active,ICT Services!$!9!$!CS
P159655,South Asia,Islamic  Republic of Afghanistan;Islamic  Republic of Afghanistan,PE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!100!$!BC
P162033,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Investment Project Financing,IN,B,N,L,Active,Public Administration - Social Protection!$!36!$!SG
P163050,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Program-for-Results,PR,0,N,L,Active,Primary Education!$!55!$!EP
P160943,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Program-for-Results,PR,0,N,L,Active,Secondary Education!$!80!$!ES
P162646,Africa,Republic of Rwanda;Republic of Rwanda,PE,Investment Project Financing,IN,B,N,L,Active,Social Protection!$!94!$!SA
P147009,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Investment Project Financing,IN,B,N,L,Active,Agricultural markets; commercialization and agri-business!$!99!$!YA
P158499,Europe and Central Asia,Republic of Tajikistan;Republic of Tajikistan,PE,Investment Project Financing,IN,B,Y,L,Active,Agricultural markets; commercialization and agri-business!$!93!$!YA
P160910,East Asia and Pacific,Republic of the Marshall Islands;Republic of the Marshall Islands,PE,Investment Project Financing,IN,B,N,L,Active,Public Administration - Energy and Extractives!$!9!$!LP
P162446,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Program-for-Results,PR,0,N,L,Active,Irrigation and Drainage!$!5!$!AI
P163593,South Asia,Nepal;Nepal,PE,Investment Project Financing,IN,B,Y,L,Active,!$!0
P163677,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Investment Project Financing,IN,0,Y,L,Active,Public Administration - Social Protection!$!100!$!SG
P155148,Europe and Central Asia,Kyrgyz Republic;Kyrgyz Republic,RE,Investment Project Financing,IN,C,N,L,Active,Central Government (Central Agencies)!$!47!$!BC
P156880,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Investment Project Financing,IN,B,N,L,Active,!$!0
P158000,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,GE,Investment Project Financing,IN,B,N,L,Active,Forestry!$!60!$!AT
P161642,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Development Policy Lending,AD,0,0,L,Active,Other Public Administration!$!34!$!BZ
P163115,Latin America and Caribbean,Argentine Republic;Argentine Republic,PE,Investment Project Financing,IN,B,N,L,Active,Other Transportation!$!99!$!TZ
P163283,Africa,Burkina Faso;Burkina Faso,PE,Development Policy Lending,AD,0,N,L,Active,Oil and Gas!$!34!$!LC
P163868,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Program-for-Results,PR,0,N,L,Active,Secondary Education!$!88!$!ES
P149995,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Program-for-Results,PR,0,N,L,Active,Other Industry; Trade and Services!$!7!$!YZ
P159382,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Investment Project Financing,IN,B,N,L,Active,Livestock!$!75!$!AL
P160848,Africa,Republic of Madagascar;Republic of Madagascar,PE,Investment Project Financing,IN,B,N,L,Active,Health!$!92!$!HG
P161670,Europe and Central Asia,Republic of Turkey;Republic of Turkey,RE,Investment Project Financing,IN,C,N,L,Active,Adult; Basic and Continuing Education!$!42!$!EL
P156797,South Asia,Nepal;Nepal,PE,Investment Project Financing,IN,B,N,L,Active,Livestock!$!69!$!AL
P161122,Europe and Central Asia,Bosnia and Herzegovina;Bosnia and Herzegovina,PE,Investment Project Financing,IN,B,N,L,Active,Railways!$!95!$!TW
P162279,Africa,Republic of Madagascar;Republic of Madagascar,PE,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!38!$!BC
P163612,Latin America and Caribbean,Republic of Suriname;Republic of Suriname,RE,Investment Project Financing,IN,C,N,L,Active,Oil and Gas!$!39!$!LC
P154482,Africa,Western Africa;Western Africa,PE,Investment Project Financing,IN,A,N,L,Active,Irrigation and Drainage!$!85!$!AI
P161241,Africa,Republic of Mozambique;Republic of Mozambique,RE,Investment Project Financing,IN,B,N,L,Active,Forestry!$!50!$!AT
P161252,Middle East and North Africa,West Bank and Gaza;West Bank and Gaza,SF,Development Policy Lending,AD,0,N,L,Active,Other Industry; Trade and Services!$!43!$!YZ
P162407,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Program-for-Results,PR,0,N,L,Active,Early Childhood Education!$!50!$!EC
P163284,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Development Policy Lending,AD,0,N,L,Active,Secondary Education!$!5!$!ES
P163318,Africa,Republic of Niger;Republic of Niger,PE,Development Policy Lending,AD,0,N,L,Active,ICT Services!$!28!$!CS
P164079,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Development Policy Lending,AD,0,N,L,Active,Other Energy and Extractives!$!25!$!LZ
P157702,South Asia,Republic of India;Republic of India,PE,Investment Project Financing,IN,B,N,L,Active,Agricultural markets; commercialization and agri-business!$!43!$!YA
P158092,Africa,Republic of Rwanda;Republic of Rwanda,RE,Investment Project Financing,IN,A,Y,L,Active,Rural and Inter-Urban Roads!$!92!$!TI
P158522,South Asia,Republic of India;Republic of India,PE,Investment Project Financing,IN,B,N,L,Active,Irrigation and Drainage!$!82!$!AI
P162671,Africa,Republic of Rwanda;Republic of Rwanda,PE,Development Policy Lending,AD,0,N,L,Active,Public Administration - Energy and Extractives!$!9!$!LP
P157736,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Investment Project Financing,IN,B,Y,L,Active,Agricultural markets; commercialization and agri-business!$!8!$!YA
P162402,East Asia and Pacific,Mongolia;Mongolia,PE,Development Policy Lending,AD,0,N,L,Active,Central Government (Central Agencies)!$!34!$!BC
P163444,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Investment Project Financing,IN,0,Y,L,Active,Crops!$!35!$!AH
P165639,Africa,Republic of Sierra Leone;Republic of Sierra Leone,PE,Development Policy Lending,AD,0,N,L,Active,Other Agriculture; Fishing and Forestry!$!38!$!AZ
P152285,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,RE,Investment Project Financing,IN,C,N,L,Active,Public Administration - Agriculture; Fishing & Forestry!$!55!$!AK
